,title,bias_score,reliability_score,article_url,adfontes_url,date,outlet,outlet_story_count,content
98,Dr. Fauci says concert venues could see crowds return by this fall,1.0,45.33,https://www.newsnationnow.com/health/coronavirus/dr-fauci-says-concert-venues-could-see-crowds-return-by-this-fall/,https://adfontesmedia.com/newsnation-now-bias-reliability/,2021-01-15,www.newsnationnow.com,25,
99,More states observing Indigenous Peoples' Day,-2.33,48.67,https://www.newsnationnow.com/us-news/more-states-observing-indigenous-peoples-day-along-with-or-replacing-columbus-day/,https://adfontesmedia.com/newsnation-now-bias-reliability/,2021-10-08,www.newsnationnow.com,25,
250,The Next Robert Mueller … or a Liberal Brett Kavanaugh?,-10.33,40.33,https://www.ozy.com/politics-and-power/the-next-robert-mueller-or-a-liberal-brett-kavanaugh/93473,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2019-04-17,www.ozy.com,25,
251,Notre Dame Reconstruction Effort Draws $1 Billion,0.0,42.0,https://www.ozy.com/ain-navigation/pdb-93880/from-the-ashes-93896,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2019-04-17,www.ozy.com,25,
252,Peru’s Ex-President Dies After Shooting Himself,0.0,42.67,https://www.ozy.com/ain-navigation/pdb-93880/sudden-death-93905,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2019-04-17,www.ozy.com,25,
253,Twitter Reports ‘Proactive’ Removal of Abusive Content,-2.33,33.67,https://www.ozy.com/ain-navigation/pdb-93880/red-flag-93886,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2019-04-17,www.ozy.com,25,
254,Chapter Two of Trump’s Presidency: The Next 100 Days,-12.75,36.25,https://www.ozy.com/politics-and-power/chapter-two-of-trumps-presidency-the-next-100-days/77048,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2017-04-30,www.ozy.com,25,
255,This Conservative Convert Dishes Out ‘Red Pills’ Online,15.5,35.0,https://www.ozy.com/politics-and-power/this-conservative-convert-dishes-out-red-pills-online/85410,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2018-04-05,www.ozy.com,25,
256,Brexit Is Just One Factor Putting UK Children on the Road to Poverty,-13.0,21.0,https://www.ozy.com/acumen/brexit-is-just-one-factor-putting-uk-children-on-the-road-to-poverty/92843,https://adfontesmedia.com/ozy-bias-and-reliability-2/,,www.ozy.com,25,
257,"Presidential Daily Brief for February 26, 2019",-3.67,43.67,https://www.ozy.com/ain-navigation/pdb-92875#article92895,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2019-02-26,www.ozy.com,25,
258,Why China Will Decide the New Black,-0.67,46.67,https://www.ozy.com/fast-forward/why-china-will-decide-the-new-black/93550,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2019-04-17,www.ozy.com,25,
259,Why the GOP Gold Mine in Bush’s Backyard Is a Bust,-16.5,30.75,https://www.ozy.com/politics-and-power/why-the-gop-gold-mine-in-bushs-backyard-is-a-bust/92256,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2019-04-18,www.ozy.com,25,
260,Can Biden Win While Leaking Latinos?,-8.33,43.33,https://www.ozy.com/news-and-politics/can-biden-win-while-leaking-latinos/361227/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2020-07-23,www.ozy.com,25,
261,"Presidential Daily Brief for April 16, 2019",0.0,43.33,https://www.ozy.com/ain-navigation/pdb-93856#article93875,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2019-04-16,www.ozy.com,25,
262,What Colorado’s Huge Voter Engagement Can Teach the Nation,-4.0,40.33,https://www.ozy.com/the-new-and-the-next/who-cares-what-colorados-huge-voter-engagement-can-teach-the-nation/94260/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2019-07-29,www.ozy.com,25,
263,The Asian Volunteer Army Rising Against China’s Internet Trolls,-4.0,30.33,https://www.ozy.com/around-the-world/the-asian-volunteer-army-rising-against-chinas-internet-trolls/334518/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2020-07-15,www.ozy.com,25,
264,Biden Faces No Shortage of Foreign Policy Problems,-3.67,47.0,https://www.ozy.com/news-and-politics/biden-faces-no-shortage-of-foreign-policy-problems/413857/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2021-01-02,www.ozy.com,25,
265,Who Goes From President to Prisoner?,0.0,49.25,https://www.ozy.com/news-and-politics/who-goes-from-president-to-prisoner/423203/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2021-03-02,www.ozy.com,25,
266,Florida’s Unemployment ‘Dream Team’ Helps 50K Tackle a Broken System,-8.67,40.67,https://www.ozy.com/news-and-politics/floridas-unemployment-dream-team-helps-50k-tackle-a-broken-system/369464/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2020-08-15,www.ozy.com,25,
267,Sunday Magazine: A World in Need,-10.33,42.0,https://www.ozy.com/news-and-politics/a-world-in-need/369785/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2020-08-16,www.ozy.com,25,
268,Butterfly Effect: Guess Who Gains From a Burning Jerusalem?,-4.67,39.33,https://www.ozy.com/around-the-world/butterfly-effect-guess-who-gains-from-a-burning-jerusalem/431711/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2021-05-13,www.ozy.com,25,
269,The Secret World of Cybersecurity,0.0,46.0,https://www.ozy.com/the-new-and-the-next/the-secret-world-of-cybersecurity/431841/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2021-05-12,www.ozy.com,25,
270,Will the Rural Vote Turn Against Trump?,-4.0,35.33,https://www.ozy.com/news-and-politics/will-the-rural-vote-turn-against-trump/347841/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,,www.ozy.com,25,
271,The Democratic Insiders Who Helped Pave the Way for Kamala Harris,-7.5,42.5,https://www.ozy.com/news-and-politics/the-democratic-insiders-who-helped-pave-the-way-for-kamala-harris/367825/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2020-08-17,www.ozy.com,25,
272,American Fringes: How the Extremes Define Our Society,-8.33,36.67,https://www.ozy.com/news-and-politics/american-fringes-qanon-microchips-antifa/336012/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2020-07-27,www.ozy.com,25,
273,A Proud Belarusian’s Heartbreak,-0.33,40.33,https://www.ozy.com/news-and-politics/a-proud-belarusians-heartbreak/370831/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2020-08-18,www.ozy.com,25,
274,A Blue Texas Runs Through This Valley,-1.0,40.33,https://www.ozy.com/news-and-politics/a-blue-texas-runs-through-this-valley/324011/,https://adfontesmedia.com/ozy-bias-and-reliability-2/,2020-07-29,www.ozy.com,25,
321,President Trump and first lady test positive for COVID-19,-3.33,51.67,https://www.pbs.org/newshour/extra/daily-videos/president-trump-and-first-lady-test-positive-for-covid-19,https://adfontesmedia.com/pbs-bias-and-reliability/,2020-10-05,www.pbs.org,25,
327,"Iraqi Navy SEAL Interpreter 'Code Name Johnny Walker' to Gain Citizenship, Reveal His Real Name",24.0,30.5,https://pjmedia.com/trending/iraqi-navy-seal-interpreter-code-name-johnny-walker-to-gain-citizenship-reveal-his-real-name/,https://adfontesmedia.com/pj-media-bias-and-reliability/,2019-03-19,pjmedia.com,25,
328,Kirsten Gillibrand Wants Gov't to Decide How Many Painkillers You're Allowed to Get,18.0,24.0,https://pjmedia.com/trending/kirsten-gillibrand-is-a-pain/,https://adfontesmedia.com/pj-media-bias-and-reliability/,2019-03-19,pjmedia.com,25,
329,Poll: TV Viewers Are Tired of Saturday Night Live's Political Obsession,21.0,28.5,https://pjmedia.com/trending/poll-tv-viewers-are-tired-of-saturday-night-lives-political-obsession/,https://adfontesmedia.com/pj-media-bias-and-reliability/,2019-03-19,pjmedia.com,25,
330,Giant Rock Sculpture of Beto's Face Appears in Austin,12.0,28.25,https://pjmedia.com/trending/giant-rock-sculpture-of-betos-face-appears-in-austin/,https://adfontesmedia.com/pj-media-bias-and-reliability/,2019-03-19,pjmedia.com,25,
331,Why Is the Violent Gang Culture that Killed Nipsey Hussle Being Celebrated?,14.25,30.25,https://pjmedia.com/news-and-politics/why-is-the-violent-gang-culture-that-killed-nipsey-hussle-being-celebrated/,https://adfontesmedia.com/pj-media-bias-and-reliability/,2019-04-15,pjmedia.com,25,
332,Trump Campaign Astonishes With $30 Million Fundraising Haul,16.0,33.0,https://pjmedia.com/trending/trump-campaign-astonishes-with-30-million-fundraising-haul/,https://adfontesmedia.com/pj-media-bias-and-reliability/,2019-04-16,pjmedia.com,25,
333,Here's What Your Share of the National Debt Is,5.67,46.0,https://pjmedia.com/trending/heres-what-your-share-of-the-national-debt-is/,https://adfontesmedia.com/pj-media-bias-and-reliability/,2019-04-16,pjmedia.com,25,
334,Diabolical: Islam’s Past and Present Attacks on European Churches,25.0,24.25,https://pjmedia.com/faith/diabolical-islams-past-and-present-attacks-on-european-churches/,https://adfontesmedia.com/pj-media-bias-and-reliability/,2019-04-16,pjmedia.com,25,
340,Trump Needs to Troll Dems With 2024 Run if He Loses,25.7,21.9,https://pjmedia.com/election/stephen-kruiser/2020/11/10/trump-needs-to-troll-dems-with-2024-run-if-he-loses-n1136653,https://adfontesmedia.com/pj-media-bias-and-reliability/,2020-11-10,pjmedia.com,25,
346,5 Things to Know About Night 2 of the Democratic National Convention,22.25,30.25,https://pjmedia.com/election/tyler-o-neil/2020/08/18/5-things-to-know-about-night-2-of-the-democratic-national-convention-n807423,https://adfontesmedia.com/pj-media-bias-and-reliability/,2020-08-18,pjmedia.com,25,
368,"Congress Minutes: Essential news and analysis from Oct 5, 2021",-5.33,45.33,https://www.politico.com/minutes/congress/10-5-2021/,https://adfontesmedia.com/politico-bias-and-reliability/,2021-10-05,www.politico.com,25,"Here's the deal: During their caucus lunch Tuesday, Senate Democrats discussed potentially excluding the debt ceiling from Senate filibuster rules, according to several people familiar with the matter. The potential carveout for the debt limit is a long shot, given Sen. Joe Manchin's (D-W.Va.) opposition to weakening minority-party rights. But the idea appears more popular within the caucus than going through the strenuous motions of reconciliation after Wednesday's vote to suspend the debt ceiling likely ends in a filibuster. “We’ve got to explore any way since the Republicans won’t help and have abdicated their responsibility.“ — Sen. Jeanne Shaheen (D-N.H.), who has been one of the more reluctant Democrats on rules changes. TL;DR: Democrats are frantically searching for a back-up plan to avoid default without caving to Senate Minority Leader Mitch McConnell’s demands to use reconciliation."
533,Bar owner who hosted Donald Trump Jr is now in ICU with COVID — and wants to punch the president,-13.0,27.33,https://www.rawstory.com/2020/10/bar-owner-who-hosted-trump-jr-is-now-in-icu-with-and-wants-to-punch-the-president,https://adfontesmedia.com/raw-story-bias-and-reliability/,2020-10-15,www.rawstory.com,25,
778,Stocks bounce as oil hits 7-year high,0.0,49.0,https://www.foxbusiness.com/markets/stocks-set-bounce-oil-hits-7-year-high,https://adfontesmedia.com/fox-business-bias-and-reliability/,2021-10-05,www.foxbusiness.com,25,
791,Facebook to 'significantly reduce' Burma military content,0.67,44.67,https://www.foxbusiness.com/technology/facebook-burma-military-content,https://adfontesmedia.com/fox-business-bias-and-reliability/,2021-02-12,www.foxbusiness.com,25,
795,"Sephora, Ulta commit to more BIPOC-owned beauty brands as Black History month continues",0.67,43.33,https://www.foxbusiness.com/retail/black-owned-beauty-sephora-ulta,https://adfontesmedia.com/fox-business-bias-and-reliability/,2021-02-09,www.foxbusiness.com,25,
925,Metal fencing surrounding Capitol in wake of the Jan. 6 riot now coming down,-1.0,46.33,https://abcnews.go.com/Politics/metal-fencing-fortifying-capitol-complex-set-friday/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-10,abcnews.go.com,25,
926,"Florida reports more than 10,000 COVID-19 variant cases, surge after spring break",-2.33,48.67,https://abcnews.go.com/Health/florida-reports-10000-covid-19-variant-cases-surge/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-05-09,abcnews.go.com,25,
927,EXPLAINER: Will juror's march presence impact Chauvin case?,2.0,44.0,https://abcnews.go.com/amp/US/wireStory/explainer-jurors-march-presence-impact-chauvin-case-77514715,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-05-05,abcnews.go.com,25,
929,Johnson & Johnson COVID-19 vaccine: Here's what to know,0.0,46.0,https://abcnews.go.com/Health/johnson-johnson-covid-19-vaccine/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-03-01,abcnews.go.com,25,
930,What to know about COVID-19 vaccine 'passports' and why they're controversial,-0.67,47.67,https://abcnews.go.com/Health/covid-19-vaccine-passports-controversial/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-04-10,abcnews.go.com,25,
931,Does Electoral College end election for conservative media?,-8.75,38.5,https://abcnews.go.com/Entertainment/wireStory/electoral-college-end-election-conservative-media-74742538,https://adfontesmedia.com/abc-news-bias-and-reliability/,2020-12-15,abcnews.go.com,25,
932,Conservatives distort Biden's pledge to 'knock on doors' to get people vaccinated,-5.67,41.67,https://abcnews.go.com/Politics/conservatives-distort-bidens-pledge-knock-doors-people-vaccinated/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-08,abcnews.go.com,25,
933,Pressure on Biden to act on police reform will grow post-Chauvin conviction: ANALYSIS,-10.0,35.67,https://abcnews.go.com/Politics/pressure-biden-act-police-reform-grow-post-chauvin/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-04-21,abcnews.go.com,25,
934,Kamala Harris announces DNC investing additional $25 million in voting rights initiative,-4.67,43.0,https://abcnews.go.com/Politics/kamala-harris-announce-dnc-investing-additional-25-million/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-08,abcnews.go.com,25,
935,"Reinstating mask mandate in LA 'not punishment, but prevention': Solis",-2.33,44.0,https://abcnews.go.com/Politics/reinstating-mask-mandate-la-punishment-prevention-solis/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-18,abcnews.go.com,25,
936,US official: No plans to send troops to Haiti after government request,0.0,45.67,https://abcnews.go.com/Politics/us-official-plans-send-troops-haiti-government-request/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-10,abcnews.go.com,25,
937,Death toll at Miami-area condo collapse site climbs to 94,0.0,43.67,https://abcnews.go.com/US/wireStory/coronavirus-infects-vaccinated-leader-florida-condo-site-78794251,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-12,abcnews.go.com,25,
938,"Teenager abducted from basement of his home found badly injured, 3 suspects arrested",0.0,47.67,https://abcnews.go.com/US/teenager-abducted-basement-home-found-badly-injured-suspects/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-12,abcnews.go.com,25,
939,Vehicle of interest wanted in triple shooting outside Washington Nationals game,0.0,44.67,https://abcnews.go.com/US/washington-nationals-game-halted-shooting-park-fans-told/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-19,abcnews.go.com,25,
940,Bipartisan infrastructure negotiators scramble for deal as key funding option dropped,0.0,45.0,https://abcnews.go.com/Politics/bipartisan-infrastructure-negotiators-scramble-deal-key-funding-option/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-16,abcnews.go.com,25,
941,New York City eyes French 'health pass' vaccination policy,-0.67,44.33,https://abcnews.go.com/Health/york-city-eyes-french-health-pass-vaccination-policy/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-24,abcnews.go.com,25,
942,"New legislation would require women, like men, to sign up for potential draft",0.0,44.33,https://abcnews.go.com/Politics/legislation-require-women-men-sign-potential-draft/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-23,abcnews.go.com,25,
943,Thousands march in Hungary Pride parade to oppose LGBT law,-1.67,44.33,https://abcnews.go.com/Lifestyle/wireStory/thousands-march-hungary-pride-parade-oppose-lgbt-law-79034937,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-24,abcnews.go.com,25,
944,Missouri county's order reinstating mask mandate amid delta surge met with challenges,-0.67,44.67,https://abcnews.go.com/US/missouri-countys-order-reinstating-mask-mandate-amid-delta/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-24,abcnews.go.com,25,
945,"Trump, campaign push back hard against any debate rules changes",-4.33,49.67,https://abcnews.go.com/Politics/trump-campaign-push-back-hard-debate-rules/story?id=73373587,https://adfontesmedia.com/abc-news-bias-and-reliability/,2020-10-02,abcnews.go.com,25,
946,Texas special session begins with 2nd attempt by Republicans to revise state's election laws,-3.0,44.33,https://abcnews.go.com/Politics/texas-special-session-begins-2nd-attempt-republicans-revise/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-10,abcnews.go.com,25,
947,Democrats demand answers about how FBI handled Brett Kavanaugh inquiry,-2.33,44.33,https://abcnews.go.com/Politics/democrats-demand-answers-fbi-handled-brett-kavanaugh-inquiry/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-23,abcnews.go.com,25,
948,How colonial-era debt helped shape Haiti's poverty and political unrest,-2.67,36.67,https://abcnews.go.com/US/colonial-era-debt-helped-shape-haitis-poverty-political/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-24,abcnews.go.com,25,
949,"Martin Luther King Jr., the KKK, and more may soon be cut from Texas education requirements",-9.0,36.0,https://abcnews.go.com/US/martin-luther-king-jr-kkk-cut-texas-education/story,https://adfontesmedia.com/abc-news-bias-and-reliability/,2021-07-23,abcnews.go.com,25,
1075,Amnesty Loses to the Rule of Law,17.67,33.0,https://www.nationalreview.com/2021/09/amnesty-loses-to-the-rule-of-law/,https://adfontesmedia.com/national-review-bias-and-reliability/,2021-09-20,www.nationalreview.com,25,"The Senate parliamentarian’s rejection of Democrats’ amnesty push is a win for republican self-government.At a time of unprecedented breakdown and chaos at America’s southern border, Democrats were quietly hoping to include an amnesty package for some 8 million illegal immigrants in their filibuster-protected $3.5 trillion budget-reconciliation push. The move was an attempt to subvert one of the most fundamental aspects of the social contract, predicated on the dubious premise that sweeping immigration reforms were appropriate to the reconciliation’s intended fiscal purpose, carried out through a flouting of the institutional norms and decorum that Democrats have ostensibly held in such high esteem for the last four years. Thankfully, Senate parliamentarian Elizabeth MacDonough had the courage to stand firm against the effort, announcing in a three-page memo released to senators late Sunday evening that “provisions are not allowed in such bills if their budget effect is ‘merely incidental’ to their overall policy impact,” according to the Associated Press.The amnesty proposal itself was one of the most radical in American history, granting green cards and a potential path to citizenship for 8 million out of the approximately 11 million illegal residents in the United States — including those with criminal records — and significantly expanding legal immigration without even a symbolic mention of border security, to boot. Were it not for MacDonough, all of that could well have passed under the radar without hearings, floor debates, or in-committee votes.Despite Representative Ilhan Omar’s argument on Twitter that the parliamentarian’s ruling was “optional” and that Chuck Schumer and the White House “can and should ignore it,” the Democrats’ amnesty ambitions are likely dead, at least for now. That’s worth celebrating for a number of reasons. Not only is it a check on the Left’s abuses of Senate procedure but it’s a rebuke of what would almost certainly exacerbate the surge of migrants flooding over the southern border, much of which is driven by the widespread perception that America’s commitment to border security has weakened under the Biden administration.More to the point, the failure of the Democrats’ amnesty package is a win for the rule of law. There are few things more foundational to republican self-government than the integrity of the polity itself. It is impossible to sustain a nation with no clear, widely understood definition of what that nation is; political liberty cannot last for long in the face of the breakdown of civic friendship, which proceeds from uncontrolled immigration’s degradation of the very idea of citizenship itself. Our collective loyalties, shared loves, and mutual commitments come by virtue of our understanding that we belong to the same home. But that sense of belonging is impossible unless we are able to know where our home begins and ends.Amnesty undermines all of that. Our entire immigration system, which runs on a laughably porous set of enforcement mechanisms punctuated by spasmodic efforts at citizenship for millions of illegal residents, is an affront to the principle of national sovereignty from start to finish. But the periodic (and often bipartisan) mass-amnesty pushes are the most blatant of all of these offenses, enshrining and widening the disconnect between the American people and their ostensible representatives in the ruling elite. An immigration regime that relies on capriciously awarding citizenship for the feat of illegally entering and residing in our country is an inversion of justice, rewarding lawlessness and punishing merit. Even more fundamentally, it is a radical rejection of democratic self-determination, robbing the nation’s citizens of the sacrosanct right to determine who joins their political community.Gavin Newsom’s Real ConstituentsExclusive: Republicans Revive Counter-CRT Bills in CongressThe Indoctrination in Public Schools Is WorkingAt root, governing a nation this way enshrines the idea that our laws are optional. This is an effect of mass immigration that is not easily discerned in GDP, wage growth, opinion polls, and other standard numerical measurements of social prosperity but is profoundly corruptive of the political and moral character of a nation all the same. The “mobocratic spirit” that a young Abraham Lincoln spoke of in his Lyceum Address — in which “the lawless in spirit are encouraged to become lawless in practice” — contributes to the breakdown of what the future president described as “the strongest bulwark of any Government, and particularly of those constituted like ours . . . the attachment of the People.” Lincoln recognized that Americans are bound together by a shared reverence for our political inheritance, embodied by the Constitution and the laws of the land. But “if the laws be continually despised and disregarded,” he warned, “the alienation of their affections from the Government is the natural consequence; and to that, sooner or later, it must come.”Lincoln understood that the institutionalization of lawlessness and disrespect for the Constitution corrodes the soul of a people. Outside of the wonkier — though still crucially important — questions surrounding economics, cultural assimilation, and any other aspect of the immigration debate, this is the first-order objection to mass amnesty: It is a repudiation of the principle that a people should be sovereign in their own country, replacing a nation of laws with an arbitrary regime whose fidelity to the Constitution fluctuates at the momentary whims of those in power."
